target	fold
TBC1D22A	3
TBC1D22B	1
TBC1D23	7
TBC1D24	8
TBC1D25	9
TBC1D2B	2
TBC1D31	9
TBC1D5	8
TBC1D7	10
TBC1D9B	6
TBCEL	10
TBK1	9
TBL1XR1	9
TBL2	5
TBPL1	10
TBRG1	1
TBX21	10
TBXAS1	1
TC2N	7
TCAIM	1
TCEAL1	2
TCEAL8	7
TCF12	9
TCF25	4
TCF3	8
TCFL5	3
TCHP	3
TCIRG1	4
TCTA	3
TCTN3	10
TDG	6
TDRD3	9
TDRKH	8
TECPR1	9
TEFM	7
TENT2	1
TENT4A	7
TERF1	3
TERF2IP	7
TES	7
TESC	4
TESK1	3
TESK2	3
TET2	1
TEX2	8
TEX261	5
TEX264	8
TEX30	5
TFAM	7
TFAP4	4
TFB1M	8
TFCP2	4
TFEB	5
TFG	10
TGFB1	8
TGFBR2	8
TGFBRAP1	3
TGIF1	6
TGIF2	9
TGOLN2	9
THADA	7
THAP11	4
THAP3	1
THAP5	9
THAP7	1
THEM4	6
THEM6	7
THEMIS	10
THEMIS2	1
THNSL1	5
THRAP3	3
THUMPD2	3
THUMPD3	2
TIA1	8
TIAL1	9
TICAM1	10
TIGAR	3
TIMM10B	1
TIMM17A	1
TIMM21	6
TIMM8A	1
TIMMDC1	3
TIPARP	4
TIPRL	4
TIRAP	10
TK1	7
TLE4	1
TLE5	2
TLNRD1	8
TM2D1	7
TM2D3	6
TM6SF1	4
TM7SF2	3
TM7SF3	1
TM9SF2	8
TM9SF3	2
TMBIM1	2
TMBIM6	7
TMCC1	10
TMCO1	4
TMCO6	7
TMED1	7
TMED10	8
TMED2	7
TMED3	5
TMED4	7
TMED7	2
TMED8	9
TMEM106A	2
TMEM106B	2
TMEM106C	7
TMEM109	3
TMEM11	4
TMEM115	8
TMEM120A	9
TMEM123	1
TMEM126A	2
TMEM126B	6
TMEM128	3
TMEM131	7
TMEM134	5
TMEM135	9
TMEM140	6
TMEM141	10
TMEM143	2
TMEM147	7
TMEM14A	6
TMEM14B	1
TMEM14C	2
TMEM154	6
TMEM156	4
TMEM161A	9
TMEM161B	1
TMEM168	10
TMEM170A	3
TMEM18	4
TMEM184B	8
TMEM184C	5
TMEM185A	1
TMEM187	10
TMEM19	6
TMEM200A	2
TMEM201	4
TMEM204	4
TMEM205	4
TMEM209	3
TMEM216	8
TMEM218	1
TMEM219	5
TMEM222	9
TMEM223	8
TMEM237	3
TMEM241	10
TMEM243	10
TMEM245	7
TMEM248	4
TMEM25	8
TMEM250	7
TMEM254	4
TMEM256	9
TMEM260	4
TMEM263	4
TMEM267	5
TMEM268	2
TMEM273	10
TMEM30A	1
TMEM33	1
TMEM35B	7
TMEM38B	8
TMEM39B	9
TMEM41A	6
TMEM41B	8
TMEM43	2
TMEM50A	7
TMEM50B	7
TMEM62	8
TMEM64	4
TMEM65	1
TMEM68	10
TMEM71	2
TMEM79	1
TMEM87B	1
TMEM9	2
TMEM94	8
TMEM97	6
TMEM9B	6
TMLHE	8
TMOD3	8
TMPO	9
TMTC4	5
TMX1	2
TMX3	6
TMX4	6
TNFAIP8L1	5
TNFRSF10A	4
TNFRSF10B	4
TNFRSF14	9
TNFRSF18	6
TNFRSF1A	3
TNFRSF25	9
TNFRSF4	5
TNFSF14	8
TNFSF8	7
TNIK	9
TNIP1	4
TNIP2	6
TNKS	3
TNKS2	6
TNPO1	1
TNPO2	3
TNRC6A	8
TOB2	10
TOLLIP	1
TOM1	3
TOMM34	5
TOMM40L	2
TOMM5	10
TOMM6	7
TOMM7	3
TOP1MT	1
TOP2B	3
TOP3B	9
TOP6BL	7
TOR1A	4
TOR1AIP1	8
TOR1AIP2	7
TOR1B	4
TOR3A	1
TP53BP1	8
TP53BP2	6
TP53I13	9
TPCN1	10
TPD52L2	9
TPGS1	7
TPM4	6
TPP1	8
TPRA1	2
TPRG1L	10
TRA2A	6
TRABD	2
TRABD2A	10
TRAF1	2
TRAF2	7
TRAF3	5
TRAF3IP1	9
TRAF3IP2	7
TRAF4	2
TRAF5	7
TRAFD1	8
TRAM1	7
TRAP1	6
TRAPPC13	6
TRAPPC4	1
TRAPPC6B	7
TRAPPC9	8
TRAT1	6
TRDMT1	5
TRIB3	7
TRIM13	10
TRIM21	10
TRIM22	9
TRIM25	7
TRIM27	9
TRIM33	2
TRIM34	6
TRIM35	1
TRIM37	6
TRIM38	2
TRIM39	5
TRIM41	9
TRIM44	1
TRIM46	2
TRIM47	3
TRIM5	7
TRIM52	2
TRIM56	8
TRIM59	5
TRIM65	10
TRIP11	2
TRIT1	9
TRMT10A	10
TRMT10B	3
TRMT10C	8
TRMT11	9
TRMT1L	6
TRMT2B	8
TRMT61B	5
TRMU	6
TROAP	10
TRPC4AP	7
TRPS1	10
TRPV2	7
TRRAP	8
TRUB1	9
TSC1	8
TSC22D4	1
TSEN15	3
TSFM	6
TSN	9
TSNARE1	3
TSNAX	10
TSPAN17	8
TSPAN3	1
TSPAN31	7
TSPAN5	9
TSPO	9
TSPYL1	3
TSPYL2	2
TSPYL4	7
TSSC4	2
TSTD1	7
TTBK2	10
TTC14	7
TTC17	5
TTC31	10
TTC32	2
TTC33	6
TTC39B	8
TTC39C	5
TTC5	8
TTC9	1
TTL	1
TTLL1	1
TTLL12	6
TTLL4	7
TTPAL	6
TUBA1A	4
TUBA1C	8
TUBA4A	6
TUBB4B	4
TUBE1	9
TUSC2	6
TWF1	8
TWF2	6
TWNK	5
TWSG1	6
TXK	10
TXLNA	7
TXLNG	10
TXN2	9
TXNDC11	4
TXNDC15	1
TXNDC16	3
TXNDC5	4
TXNIP	9
TXNL1	9
TYMP	2
TYSND1	5
U2AF1L4	6
UAP1	3
UAP1L1	8
UBA6	7
UBA7	7
UBAC1	9
UBAP2	6
UBASH3A	3
UBASH3B	5
UBB	7
UBE2D2	5
UBE2D3	8
UBE2E1	7
UBE2E3	7
UBE2F	7
UBE2G1	6
UBE2G2	5
UBE2H	4
UBE2J1	7
UBE2J2	7
UBE2K	6
UBE2L3	6
UBE2L6	3
UBE2O	4
UBE2Q1	6
UBE2Q2	4
UBE2R2	1
UBE2S	6
UBE2V1	5
UBE2V2	5
UBE2W	7
UBE2Z	7
UBE3A	6
UBE3C	7
UBE4A	9
UBE4B	2
UBIAD1	10
UBL3	10
UBL4A	7
UBL7	3
UBLCP1	9
UBN2	7
UBQLN1	10
UBQLN2	2
UBR2	5
UBR5	8
UBXN1	2
UBXN11	8
UBXN2A	6
UBXN2B	5
UBXN6	8
UBXN7	7
UBXN8	2
UCK1	4
UCK2	2
UCKL1	8
UEVLD	3
UFC1	8
UFM1	10
UGCG	4
UGDH	4
UGGT1	4
UGP2	9
UHMK1	4
UIMC1	7
ULK1	4
ULK2	3
ULK4	1
UNC119	3
UNC119B	1
UNC13D	6
UNC93B1	5
UPF3A	2
UPP1	7
UPRT	1
UQCC2	9
UQCC4	5
UQCC6	4
UQCR11	8
URGCP	3
URM1	3
USB1	9
USF1	2
USF3	8
USP1	1
USP10	3
USP11	2
USP12	7
USP13	8
USP14	2
USP15	10
USP16	7
USP18	3
USP19	10
USP20	1
USP21	7
USP22	8
USP24	8
USP25	2
USP28	2
USP3	6
USP32	8
USP33	4
USP34	8
USP38	6
USP4	8
USP40	10
USP42	3
USP44	10
USP45	9
USP46	3
USP47	6
USP48	7
USP53	10
USP9X	3
UXS1	3
VAC14	2
VAMP1	8
VAMP2	10
VAMP3	7
VAMP4	8
VAMP8	4
VANGL1	5
VAPA	3
VAPB	9
VASP	10
VAT1	5
VAV1	7
VBP1	6
VCF2	9
VCL	10
VCPIP1	9
VCPKMT	7
VDAC1	1
VDAC2	9
VDAC3	8
VDR	6
VEZF1	2
VGLL4	6
VHL	1
VIM	4
VKORC1	5
VKORC1L1	6
VOPP1	3
VPS11	6
VPS13A	2
VPS13B	1
VPS26A	6
VPS26C	7
VPS33B	9
VPS37B	3
VPS39	4
VPS4A	10
VPS4B	9
VPS50	3
VPS8	9
VRK1	7
VSIR	3
VTA1	8
VWA5A	8
VWA8	9
WAC	5
WARS2	6
WAS	2
WASF2	9
WASHC4	2
WASL	1
WBP1L	7
WBP2	6
WDFY1	4
WDFY2	8
WDR11	1
WDR13	10
WDR20	6
WDR27	10
WDR37	6
WDR41	5
WDR54	4
WDR59	5
WDR5B	3
WDR6	4
WDR76	7
WDR82	2
WDR83OS	8
WDR89	3
WDR91	2
WDSUB1	7
WHAMM	5
WIPF2	7
WIPI1	4
WIPI2	5
WIZ	8
WNK1	6
WRN	7
WRNIP1	2
WSB1	7
WSB2	6
WWOX	2
WWP1	6
WWP2	7
XAF1	2
XBP1	4
XKR6	3
XKR8	9
XPA	1
XPNPEP1	2
XPO4	6
XPO6	1
XPO7	3
XPOT	6
XPR1	7
XRCC1	5
XRN1	5
XXYLT1	8
XYLB	8
XYLT2	4
YAF2	4
YARS2	10
YDJC	7
YIF1A	9
YIPF1	1
YIPF3	9
YIPF4	10
YIPF5	5
YIPF6	9
YME1L1	7
YOD1	8
YPEL3	9
YPEL5	6
YTHDF1	8
YTHDF2	1
YTHDF3	5
YWHAB	7
YWHAE	10
YWHAG	6
YWHAQ	6
YWHAZ	3
YY1	2
ZBTB21	5
ZBTB22	6
ZBTB26	8
ZBTB3	10
ZBTB33	1
ZBTB34	4
ZBTB37	9
ZBTB38	7
ZBTB40	6
ZBTB41	7
ZBTB45	1
ZBTB48	10
ZBTB5	6
ZBTB6	5
ZBTB7A	8
ZBTB7B	4
ZC3H12D	7
ZC3H14	4
ZC3H15	2
ZC3H4	10
ZC3H6	4
ZC3H7A	1
ZC3H7B	1
ZC3HAV1L	2
ZC3HC1	6
ZCCHC10	8
ZCCHC2	7
ZCCHC3	4
ZCCHC7	6
ZDBF2	1
ZDHHC13	6
ZDHHC14	4
ZDHHC17	6
ZDHHC18	4
ZDHHC2	8
ZDHHC20	7
ZDHHC21	3
ZDHHC24	10
ZDHHC4	7
ZDHHC5	1
ZDHHC8	4
ZEB1	1
ZER1	2
ZFAND1	1
ZFAND2A	1
ZFAND4	7
ZFAT	9
ZFP1	7
ZFP14	1
ZFP30	4
ZFP36	1
ZFP36L1	2
ZFP41	8
ZFP62	5
ZFP64	3
ZFP82	6
ZFP90	5
ZFP91	4
ZFTRAF1	2
ZFY	5
ZFYVE1	2
ZFYVE16	4
ZFYVE27	1
ZHX1	2
ZHX3	4
ZIK1	6
ZKSCAN4	2
ZMAT3	7
ZMIZ2	5
ZMPSTE24	7
ZMYM3	5
ZMYM5	3
ZMYM6	2
ZMYND11	5
ZMYND19	9
ZMYND8	4
ZNF100	6
ZNF106	1
ZNF107	9
ZNF121	1
ZNF133	7
ZNF134	2
ZNF138	10
ZNF14	1
ZNF141	1
ZNF146	10
ZNF148	8
ZNF155	2
ZNF160	10
ZNF17	8
ZNF175	9
ZNF18	4
ZNF180	3
ZNF182	10
ZNF184	9
ZNF189	3
ZNF197	1
ZNF200	6
ZNF202	3
ZNF211	8
ZNF212	4
ZNF213	10
ZNF22	6
ZNF224	8
ZNF227	8
ZNF232	5
ZNF235	10
ZNF248	3
ZNF251	2
ZNF253	5
ZNF256	7
ZNF26	1
ZNF264	1
ZNF266	7
ZNF268	9
ZNF274	1
ZNF275	9
ZNF277	8
ZNF280C	4
ZNF280D	2
ZNF282	10
ZNF283	9
ZNF284	1
ZNF286A	3
ZNF296	9
ZNF3	6
ZNF302	3
ZNF304	1
ZNF316	10
ZNF317	5
ZNF318	3
ZNF32	7
ZNF322	10
ZNF326	2
ZNF330	7
ZNF331	1
ZNF337	6
ZNF33A	10
ZNF343	7
ZNF345	3
ZNF346	2
ZNF350	1
ZNF354A	2
ZNF354B	4
ZNF354C	6
ZNF362	4
ZNF384	8
ZNF394	4
ZNF397	6
ZNF398	2
ZNF41	5
ZNF410	5
ZNF420	2
ZNF426	5
ZNF428	7
ZNF43	9
ZNF430	2
ZNF436	3
ZNF44	2
ZNF444	2
ZNF445	5
ZNF451	1
ZNF470	2
ZNF480	6
ZNF484	4
ZNF486	10
ZNF493	2
ZNF496	2
ZNF507	2
ZNF512	2
ZNF513	4
ZNF518B	5
ZNF519	7
ZNF526	2
ZNF527	9
ZNF529	2
ZNF530	4
ZNF543	1
ZNF544	4
ZNF546	4
ZNF548	2
ZNF549	6
ZNF550	3
ZNF552	2
ZNF557	5
ZNF558	3
ZNF561	7
ZNF562	5
ZNF566	2
ZNF567	9
ZNF576	10
ZNF580	1
ZNF583	6
ZNF586	8
ZNF589	7
ZNF593	3
ZNF595	3
ZNF600	4
ZNF605	7
ZNF606	2
ZNF613	2
ZNF614	3
ZNF619	6
ZNF620	9
ZNF621	3
ZNF622	10
ZNF623	3
ZNF626	2
ZNF627	7
ZNF644	8
ZNF646	7
ZNF652	8
ZNF653	1
ZNF669	5
ZNF671	5
ZNF672	2
ZNF675	10
ZNF680	5
ZNF681	6
ZNF684	10
ZNF687	5
ZNF689	4
ZNF691	1
ZNF692	6
ZNF696	7
ZNF70	7
ZNF706	8
ZNF707	2
ZNF708	5
ZNF714	7
ZNF718	10
ZNF736	4
ZNF740	8
ZNF76	7
ZNF770	7
ZNF771	6
ZNF777	10
ZNF778	2
ZNF780A	2
ZNF783	1
ZNF784	4
ZNF785	1
ZNF786	10
ZNF792	2
ZNF800	3
ZNF827	6
ZNF839	2
ZNF841	10
ZNF85	3
ZNF850	6
ZNF862	4
ZNF880	6
ZNF891	9
ZNF92	4
ZNFX1	8
ZNRF1	6
ZRANB2	4
ZSCAN12	9
ZSCAN16	9
ZSCAN2	7
ZSCAN21	9
ZSCAN22	5
ZSCAN25	2
ZSCAN26	5
ZSWIM4	8
ZSWIM6	9
ZSWIM8	9
ZUP1	3
ZXDC	4
ZYG11B	8
ZYX	5
