target_contrast	fold
ENSG00000148803	2
ENSG00000148824	0
ENSG00000148834	0
ENSG00000148840	2
ENSG00000148841	4
ENSG00000148842	1
ENSG00000148908	3
ENSG00000148925	2
ENSG00000148943	2
ENSG00000149150	1
ENSG00000149179	4
ENSG00000149187	1
ENSG00000149196	1
ENSG00000149212	2
ENSG00000149218	4
ENSG00000149257	1
ENSG00000149311	2
ENSG00000149541	1
ENSG00000149548	1
ENSG00000149582	0
ENSG00000149600	3
ENSG00000149657	2
ENSG00000149658	4
ENSG00000149679	0
ENSG00000149781	2
ENSG00000149782	1
ENSG00000149809	4
ENSG00000149932	0
ENSG00000149970	0
ENSG00000150433	2
ENSG00000150455	2
ENSG00000150456	0
ENSG00000150527	2
ENSG00000150593	4
ENSG00000150712	1
ENSG00000150768	3
ENSG00000150787	0
ENSG00000150907	4
ENSG00000150961	4
ENSG00000150995	4
ENSG00000151014	2
ENSG00000151065	3
ENSG00000151116	2
ENSG00000151135	3
ENSG00000151136	4
ENSG00000151176	0
ENSG00000151233	2
ENSG00000151239	4
ENSG00000151287	0
ENSG00000151332	4
ENSG00000151348	2
ENSG00000151353	0
ENSG00000151413	4
ENSG00000151414	3
ENSG00000151422	0
ENSG00000151553	3
ENSG00000151576	0
ENSG00000151611	0
ENSG00000151612	1
ENSG00000151651	1
ENSG00000151692	3
ENSG00000151694	0
ENSG00000151702	4
ENSG00000151729	0
ENSG00000151743	3
ENSG00000151746	3
ENSG00000151748	1
ENSG00000151806	1
ENSG00000151876	1
ENSG00000151881	4
ENSG00000151882	2
ENSG00000151883	0
ENSG00000151893	4
ENSG00000151923	4
ENSG00000151929	0
ENSG00000152056	1
ENSG00000152061	4
ENSG00000152102	2
ENSG00000152127	1
ENSG00000152193	2
ENSG00000152219	0
ENSG00000152223	3
ENSG00000152234	2
ENSG00000152242	0
ENSG00000152291	0
ENSG00000152332	2
ENSG00000152359	0
ENSG00000152382	0
ENSG00000152409	0
ENSG00000152454	0
ENSG00000152455	4
ENSG00000152457	0
ENSG00000152484	1
ENSG00000152495	4
ENSG00000152520	1
ENSG00000152556	2
ENSG00000152558	0
ENSG00000152683	3
ENSG00000152689	1
ENSG00000152700	2
ENSG00000152749	0
ENSG00000152782	0
ENSG00000153048	4
ENSG00000153066	4
ENSG00000153130	2
ENSG00000153140	3
ENSG00000153214	2
ENSG00000153283	4
ENSG00000153310	4
ENSG00000153391	3
ENSG00000153395	1
ENSG00000153485	3
ENSG00000153551	4
ENSG00000153561	3
ENSG00000153933	3
ENSG00000153944	3
ENSG00000153975	0
ENSG00000154001	1
ENSG00000154016	4
ENSG00000154059	2
ENSG00000154079	3
ENSG00000154114	3
ENSG00000154122	3
ENSG00000154124	3
ENSG00000154127	1
ENSG00000154144	1
ENSG00000154165	4
ENSG00000154217	1
ENSG00000154222	1
ENSG00000154265	0
ENSG00000154310	4
ENSG00000154429	1
ENSG00000154451	4
ENSG00000154511	0
ENSG00000154518	1
ENSG00000154582	4
ENSG00000154589	2
ENSG00000154640	2
ENSG00000154642	0
ENSG00000154710	0
ENSG00000154803	0
ENSG00000154813	1
ENSG00000154822	3
ENSG00000154839	0
ENSG00000154845	1
ENSG00000154889	3
ENSG00000154930	0
ENSG00000154945	0
ENSG00000154957	3
ENSG00000154978	0
ENSG00000155008	1
ENSG00000155090	2
ENSG00000155096	0
ENSG00000155111	1
ENSG00000155158	3
ENSG00000155189	0
ENSG00000155256	0
ENSG00000155287	1
ENSG00000155304	3
ENSG00000155313	3
ENSG00000155324	1
ENSG00000155329	3
ENSG00000155330	2
ENSG00000155363	2
ENSG00000155380	3
ENSG00000155463	2
ENSG00000155508	3
ENSG00000155545	4
ENSG00000155636	4
ENSG00000155660	4
ENSG00000155755	2
ENSG00000155850	1
ENSG00000155893	3
ENSG00000155903	4
ENSG00000155959	2
ENSG00000155961	2
ENSG00000156017	0
ENSG00000156110	3
ENSG00000156162	3
ENSG00000156170	3
ENSG00000156232	3
ENSG00000156253	4
ENSG00000156256	3
ENSG00000156304	3
ENSG00000156313	0
ENSG00000156374	2
ENSG00000156500	3
ENSG00000156509	3
ENSG00000156515	1
ENSG00000156521	0
ENSG00000156535	2
ENSG00000156587	3
ENSG00000156599	4
ENSG00000156642	4
ENSG00000156650	4
ENSG00000156671	2
ENSG00000156675	4
ENSG00000156711	0
ENSG00000156787	0
ENSG00000156795	2
ENSG00000156802	1
ENSG00000156853	0
ENSG00000156858	0
ENSG00000156860	3
ENSG00000156873	1
ENSG00000156875	0
ENSG00000156931	4
ENSG00000156983	0
ENSG00000156990	2
ENSG00000157014	3
ENSG00000157045	4
ENSG00000157184	0
ENSG00000157191	4
ENSG00000157212	3
ENSG00000157216	2
ENSG00000157303	0
ENSG00000157350	3
ENSG00000157353	1
ENSG00000157426	0
ENSG00000157456	3
ENSG00000157483	2
ENSG00000157538	2
ENSG00000157557	0
ENSG00000157593	0
ENSG00000157601	0
ENSG00000157625	0
ENSG00000157637	0
ENSG00000157693	0
ENSG00000157741	2
ENSG00000157764	3
ENSG00000157823	4
ENSG00000157837	0
ENSG00000157869	0
ENSG00000157870	3
ENSG00000157873	0
ENSG00000157895	3
ENSG00000157911	0
ENSG00000157954	0
ENSG00000158050	0
ENSG00000158062	2
ENSG00000158092	3
ENSG00000158109	2
ENSG00000158122	1
ENSG00000158156	3
ENSG00000158158	1
ENSG00000158161	2
ENSG00000158169	1
ENSG00000158195	4
ENSG00000158201	1
ENSG00000158234	0
ENSG00000158402	2
ENSG00000158411	4
ENSG00000158470	1
ENSG00000158480	0
ENSG00000158604	4
ENSG00000158623	0
ENSG00000158669	2
ENSG00000158691	2
ENSG00000158711	0
ENSG00000158716	4
ENSG00000158747	2
ENSG00000158773	3
ENSG00000158796	0
ENSG00000158828	1
ENSG00000158850	3
ENSG00000158863	2
ENSG00000158864	3
ENSG00000158882	3
ENSG00000158985	2
ENSG00000159063	0
ENSG00000159082	1
ENSG00000159110	0
ENSG00000159176	4
ENSG00000159199	0
ENSG00000159202	3
ENSG00000159228	0
ENSG00000159231	2
ENSG00000159256	3
ENSG00000159267	4
ENSG00000159335	1
ENSG00000159346	1
ENSG00000159348	0
ENSG00000159363	2
ENSG00000159388	1
ENSG00000159399	3
ENSG00000159445	3
ENSG00000159461	2
ENSG00000159792	2
ENSG00000159840	2
ENSG00000159917	0
ENSG00000159921	4
ENSG00000160013	1
ENSG00000160014	2
ENSG00000160049	2
ENSG00000160051	2
ENSG00000160058	0
ENSG00000160087	3
ENSG00000160094	0
ENSG00000160185	1
ENSG00000160194	2
ENSG00000160199	3
ENSG00000160208	3
ENSG00000160209	3
ENSG00000160211	1
ENSG00000160213	0
ENSG00000160219	2
ENSG00000160255	1
ENSG00000160305	2
ENSG00000160310	1
ENSG00000160352	4
ENSG00000160410	1
ENSG00000160445	2
ENSG00000160447	1
ENSG00000160551	3
ENSG00000160570	3
ENSG00000160584	4
ENSG00000160588	3
ENSG00000160593	2
ENSG00000160633	3
ENSG00000160685	0
ENSG00000160695	2
ENSG00000160703	0
ENSG00000160714	4
ENSG00000160746	0
ENSG00000160767	2
ENSG00000160785	1
ENSG00000160789	4
ENSG00000160791	0
ENSG00000160796	1
ENSG00000160818	2
ENSG00000160908	4
ENSG00000160932	2
ENSG00000160991	1
ENSG00000160993	2
ENSG00000161010	2
ENSG00000161021	0
ENSG00000161048	2
ENSG00000161091	0
ENSG00000161179	2
ENSG00000161202	1
ENSG00000161265	4
ENSG00000161267	4
ENSG00000161395	2
ENSG00000161513	3
ENSG00000161542	4
ENSG00000161558	0
ENSG00000161618	1
ENSG00000161638	2
ENSG00000161671	3
ENSG00000161692	4
ENSG00000161813	0
ENSG00000161904	0
ENSG00000161914	2
ENSG00000162063	1
ENSG00000162065	2
ENSG00000162073	0
ENSG00000162076	1
ENSG00000162104	2
ENSG00000162129	1
ENSG00000162139	0
ENSG00000162191	4
ENSG00000162227	4
ENSG00000162241	2
ENSG00000162377	0
ENSG00000162378	3
ENSG00000162384	0
ENSG00000162402	3
ENSG00000162413	4
ENSG00000162419	3
ENSG00000162430	4
ENSG00000162433	4
ENSG00000162511	3
ENSG00000162517	3
ENSG00000162600	1
ENSG00000162601	1
ENSG00000162604	1
ENSG00000162607	4
ENSG00000162613	2
ENSG00000162639	3
ENSG00000162642	4
ENSG00000162645	4
ENSG00000162654	4
ENSG00000162664	2
ENSG00000162688	4
ENSG00000162704	2
ENSG00000162714	2
ENSG00000162729	0
ENSG00000162734	1
ENSG00000162735	4
ENSG00000162769	3
ENSG00000162777	0
ENSG00000162783	4
ENSG00000162836	4
ENSG00000162869	2
ENSG00000162885	3
ENSG00000162889	0
ENSG00000162909	0
ENSG00000162924	3
ENSG00000162976	3
ENSG00000162980	2
ENSG00000163001	3
ENSG00000163002	4
ENSG00000163013	1
ENSG00000163041	2
ENSG00000163050	1
ENSG00000163069	2
ENSG00000163104	0
ENSG00000163125	1
ENSG00000163131	4
ENSG00000163138	1
ENSG00000163156	2
ENSG00000163162	2
ENSG00000163166	2
ENSG00000163170	2
ENSG00000163191	2
ENSG00000163249	1
ENSG00000163281	4
ENSG00000163291	0
ENSG00000163297	3
ENSG00000163322	2
ENSG00000163328	3
ENSG00000163344	1
ENSG00000163348	3
ENSG00000163376	3
ENSG00000163378	0
ENSG00000163382	2
ENSG00000163389	3
ENSG00000163412	4
ENSG00000163462	0
ENSG00000163472	1
ENSG00000163479	1
ENSG00000163513	1
ENSG00000163519	2
ENSG00000163535	4
ENSG00000163539	3
ENSG00000163541	4
ENSG00000163558	1
ENSG00000163565	2
ENSG00000163568	3
ENSG00000163577	2
ENSG00000163600	1
ENSG00000163605	1
ENSG00000163606	3
ENSG00000163607	1
ENSG00000163611	2
ENSG00000163626	2
ENSG00000163659	4
ENSG00000163660	4
ENSG00000163681	4
ENSG00000163686	3
ENSG00000163703	2
ENSG00000163719	4
ENSG00000163728	0
ENSG00000163738	4
ENSG00000163754	3
ENSG00000163755	2
ENSG00000163785	0
ENSG00000163788	3
ENSG00000163795	4
ENSG00000163832	0
ENSG00000163848	3
ENSG00000163866	2
ENSG00000163867	2
ENSG00000163870	1
ENSG00000163900	4
ENSG00000163932	1
ENSG00000163939	1
ENSG00000163946	2
ENSG00000163956	3
ENSG00000163960	0
ENSG00000163961	3
ENSG00000163993	4
ENSG00000164002	4
ENSG00000164011	2
ENSG00000164039	2
ENSG00000164040	1
ENSG00000164045	0
ENSG00000164048	3
ENSG00000164054	1
ENSG00000164062	0
ENSG00000164077	2
ENSG00000164081	1
ENSG00000164087	2
ENSG00000164091	1
ENSG00000164096	2
ENSG00000164104	2
ENSG00000164105	4
ENSG00000164111	3
ENSG00000164114	2
ENSG00000164120	2
ENSG00000164144	2
ENSG00000164168	1
ENSG00000164169	2
ENSG00000164171	0
ENSG00000164172	1
ENSG00000164180	1
ENSG00000164190	0
ENSG00000164209	0
ENSG00000164211	2
ENSG00000164244	4
ENSG00000164252	0
ENSG00000164253	2
ENSG00000164258	3
ENSG00000164300	0
ENSG00000164307	2
ENSG00000164308	4
ENSG00000164323	2
ENSG00000164327	3
ENSG00000164329	1
ENSG00000164332	4
ENSG00000164366	4
ENSG00000164402	3
ENSG00000164414	3
ENSG00000164430	2
ENSG00000164442	0
ENSG00000164463	4
ENSG00000164466	1
ENSG00000164483	0
ENSG00000164484	1
ENSG00000164543	2
ENSG00000164548	2
ENSG00000164574	4
ENSG00000164603	2
ENSG00000164649	1
ENSG00000164674	4
ENSG00000164687	0
ENSG00000164691	0
ENSG00000164715	1
ENSG00000164733	0
ENSG00000164758	3
ENSG00000164823	4
ENSG00000164830	3
ENSG00000164916	4
ENSG00000164924	3
ENSG00000164933	4
ENSG00000164951	2
ENSG00000164967	4
ENSG00000164970	4
ENSG00000164978	0
ENSG00000164983	2
ENSG00000164985	2
ENSG00000165071	4
ENSG00000165156	0
ENSG00000165169	2
ENSG00000165175	4
ENSG00000165219	4
ENSG00000165233	1
ENSG00000165240	2
ENSG00000165264	0
ENSG00000165275	0
ENSG00000165282	3
ENSG00000165288	2
ENSG00000165304	4
ENSG00000165312	2
ENSG00000165322	3
ENSG00000165359	2
ENSG00000165392	0
ENSG00000165406	1
ENSG00000165410	1
ENSG00000165417	0
ENSG00000165475	3
ENSG00000165487	0
ENSG00000165512	2
ENSG00000165516	4
ENSG00000165525	3
ENSG00000165527	3
ENSG00000165572	3
ENSG00000165637	1
ENSG00000165650	0
ENSG00000165660	2
ENSG00000165661	0
ENSG00000165671	3
ENSG00000165672	4
ENSG00000165675	4
ENSG00000165678	3
ENSG00000165699	4
ENSG00000165704	2
ENSG00000165714	2
ENSG00000165724	0
ENSG00000165792	3
ENSG00000165802	3
ENSG00000165806	1
ENSG00000165813	1
ENSG00000165832	2
ENSG00000165861	2
ENSG00000165891	3
ENSG00000165929	2
ENSG00000165983	1
ENSG00000166002	2
ENSG00000166024	3
ENSG00000166105	0
ENSG00000166128	3
ENSG00000166164	3
ENSG00000166181	0
ENSG00000166189	0
ENSG00000166199	4
ENSG00000166224	0
ENSG00000166225	4
ENSG00000166228	0
ENSG00000166233	2
ENSG00000166261	2
ENSG00000166272	0
ENSG00000166275	4
ENSG00000166289	3
ENSG00000166311	4
ENSG00000166326	2
ENSG00000166340	1
ENSG00000166347	0
ENSG00000166377	4
ENSG00000166401	0
ENSG00000166439	4
ENSG00000166446	0
ENSG00000166454	2
ENSG00000166471	3
ENSG00000166479	4
ENSG00000166501	4
ENSG00000166503	2
ENSG00000166507	2
ENSG00000166526	3
ENSG00000166529	1
ENSG00000166557	3
ENSG00000166562	2
ENSG00000166575	1
ENSG00000166582	3
ENSG00000166598	3
ENSG00000166619	1
ENSG00000166681	3
ENSG00000166704	3
ENSG00000166734	2
ENSG00000166747	1
ENSG00000166750	0
ENSG00000166788	4
ENSG00000166794	4
ENSG00000166801	1
ENSG00000166803	1
ENSG00000166822	0
ENSG00000166845	2
ENSG00000166848	0
ENSG00000166855	0
ENSG00000166881	4
ENSG00000166887	3
ENSG00000166888	1
ENSG00000166896	1
ENSG00000166913	4
ENSG00000166925	3
ENSG00000166938	3
ENSG00000166946	3
ENSG00000166965	0
ENSG00000166971	4
ENSG00000166974	1
ENSG00000166987	2
ENSG00000167065	1
ENSG00000167081	3
ENSG00000167106	1
ENSG00000167114	2
ENSG00000167118	3
ENSG00000167130	0
ENSG00000167136	2
ENSG00000167173	0
ENSG00000167182	1
ENSG00000167196	3
ENSG00000167202	2
ENSG00000167208	0
ENSG00000167280	2
ENSG00000167283	3
ENSG00000167315	3
ENSG00000167384	0
ENSG00000167393	3
ENSG00000167395	0
ENSG00000167397	3
ENSG00000167447	3
ENSG00000167460	4
ENSG00000167461	3
ENSG00000167470	0
ENSG00000167487	1
ENSG00000167491	0
ENSG00000167522	1
ENSG00000167536	2
ENSG00000167543	3
ENSG00000167550	2
ENSG00000167552	2
ENSG00000167553	4
ENSG00000167565	3
ENSG00000167595	1
ENSG00000167613	4
ENSG00000167625	2
ENSG00000167632	2
ENSG00000167635	3
ENSG00000167637	4
ENSG00000167657	1
ENSG00000167671	0
ENSG00000167674	1
ENSG00000167685	0
ENSG00000167720	0
ENSG00000167740	1
ENSG00000167770	4
ENSG00000167775	1
ENSG00000167778	4
ENSG00000167785	3
ENSG00000167792	3
ENSG00000167815	2
ENSG00000167840	1
ENSG00000167900	1
ENSG00000167904	3
ENSG00000167925	0
ENSG00000167965	4
ENSG00000167969	4
ENSG00000167985	2
ENSG00000167996	3
ENSG00000168010	3
ENSG00000168038	4
ENSG00000168056	2
ENSG00000168078	1
ENSG00000168092	3
ENSG00000168101	1
ENSG00000168116	4
ENSG00000168118	1
ENSG00000168137	0
ENSG00000168175	4
ENSG00000168209	2
ENSG00000168214	2
ENSG00000168234	1
ENSG00000168237	3
ENSG00000168268	3
ENSG00000168275	3
ENSG00000168282	3
ENSG00000168286	1
ENSG00000168291	4
ENSG00000168297	4
ENSG00000168298	1
ENSG00000168300	0
ENSG00000168301	0
ENSG00000168303	4
ENSG00000168404	1
ENSG00000168439	2
ENSG00000168476	2
ENSG00000168488	2
ENSG00000168564	2
ENSG00000168569	4
ENSG00000168610	1
ENSG00000168653	0
ENSG00000168710	2
ENSG00000168763	1
ENSG00000168769	2
ENSG00000168785	1
ENSG00000168795	0
ENSG00000168807	0
ENSG00000168813	2
ENSG00000168827	4
ENSG00000168872	1
ENSG00000168884	3
ENSG00000168887	3
ENSG00000168918	4
ENSG00000168958	3
ENSG00000169016	1
ENSG00000169018	4
ENSG00000169019	2
ENSG00000169032	4
ENSG00000169062	1
ENSG00000169093	2
ENSG00000169118	4
ENSG00000169131	1
ENSG00000169139	2
ENSG00000169180	1
ENSG00000169188	3
ENSG00000169193	0
ENSG00000169220	1
ENSG00000169241	4
ENSG00000169359	3
ENSG00000169372	3
ENSG00000169375	4
ENSG00000169379	1
ENSG00000169410	0
ENSG00000169442	4
ENSG00000169499	2
ENSG00000169504	1
ENSG00000169508	3
ENSG00000169519	1
ENSG00000169567	3
ENSG00000169599	2
ENSG00000169607	4
ENSG00000169609	3
ENSG00000169641	0
ENSG00000169682	3
ENSG00000169696	1
ENSG00000169714	0
ENSG00000169715	0
ENSG00000169718	4
ENSG00000169738	2
ENSG00000169740	3
ENSG00000169762	0
ENSG00000169764	3
ENSG00000169857	0
ENSG00000169871	3
ENSG00000169905	1
ENSG00000169914	3
ENSG00000169919	1
ENSG00000169925	2
ENSG00000169967	0
ENSG00000169991	4
ENSG00000170006	4
ENSG00000170017	2
ENSG00000170027	3
ENSG00000170035	3
ENSG00000170100	3
ENSG00000170113	2
ENSG00000170142	0
ENSG00000170185	1
ENSG00000170191	2
ENSG00000170234	4
ENSG00000170242	1
ENSG00000170248	3
ENSG00000170260	0
ENSG00000170264	0
ENSG00000170265	1
ENSG00000170275	1
ENSG00000170291	1
ENSG00000170293	4
ENSG00000170310	1
ENSG00000170315	2
ENSG00000170322	2
ENSG00000170340	4
ENSG00000170348	4
ENSG00000170385	4
ENSG00000170430	4
ENSG00000170448	0
ENSG00000170464	1
ENSG00000170468	1
ENSG00000170471	2
ENSG00000170476	0
ENSG00000170502	1
ENSG00000170540	0
ENSG00000170542	2
ENSG00000170571	3
ENSG00000170581	4
ENSG00000170604	3
ENSG00000170606	4
ENSG00000170632	1
ENSG00000170633	2
ENSG00000170634	4
ENSG00000170638	3
ENSG00000170653	0
ENSG00000170684	2
ENSG00000170759	1
ENSG00000170802	3
ENSG00000170832	3
ENSG00000170836	0
ENSG00000170852	2
ENSG00000170876	1
ENSG00000170881	4
ENSG00000170906	1
ENSG00000170946	4
ENSG00000170949	2
ENSG00000170989	0
ENSG00000171033	2
ENSG00000171044	0
ENSG00000171045	1
ENSG00000171055	0
ENSG00000171067	3
ENSG00000171100	1
ENSG00000171103	3
ENSG00000171109	2
ENSG00000171115	1
ENSG00000171135	0
ENSG00000171155	4
ENSG00000171159	0
ENSG00000171161	2
ENSG00000171163	0
ENSG00000171202	3
ENSG00000171204	4
ENSG00000171208	2
ENSG00000171222	1
ENSG00000171223	2
ENSG00000171241	2
ENSG00000171246	1
ENSG00000171262	4
ENSG00000171302	1
ENSG00000171428	3
ENSG00000171448	0
ENSG00000171456	3
ENSG00000171466	0
ENSG00000171467	0
ENSG00000171469	4
ENSG00000171475	2
ENSG00000171488	3
ENSG00000171497	4
ENSG00000171606	0
ENSG00000171608	1
ENSG00000171612	3
ENSG00000171649	0
ENSG00000171681	3
ENSG00000171700	3
ENSG00000171723	4
ENSG00000171735	3
ENSG00000171791	4
ENSG00000171862	0
ENSG00000171865	2
ENSG00000171867	4
ENSG00000171960	4
ENSG00000171984	3
ENSG00000171988	0
ENSG00000172005	3
ENSG00000172007	4
ENSG00000172046	0
ENSG00000172059	0
ENSG00000172071	3
ENSG00000172086	4
ENSG00000172113	4
ENSG00000172171	2
ENSG00000172175	0
ENSG00000172183	1
ENSG00000172197	0
ENSG00000172216	2
ENSG00000172244	3
ENSG00000172292	1
ENSG00000172301	2
ENSG00000172331	4
ENSG00000172345	4
ENSG00000172354	4
ENSG00000172428	2
ENSG00000172465	4
ENSG00000172469	3
ENSG00000172543	2
ENSG00000172575	4
ENSG00000172578	4
ENSG00000172586	2
ENSG00000172663	1
ENSG00000172667	2
ENSG00000172671	0
ENSG00000172673	2
ENSG00000172716	1
ENSG00000172731	2
ENSG00000172765	4
ENSG00000172766	4
ENSG00000172819	4
ENSG00000172824	4
ENSG00000172840	2
ENSG00000172845	1
ENSG00000172869	3
ENSG00000172888	3
ENSG00000172893	1
ENSG00000172939	4
ENSG00000172943	4
ENSG00000172954	1
ENSG00000173020	4
ENSG00000173039	1
ENSG00000173041	4
ENSG00000173065	4
ENSG00000173083	2
ENSG00000173114	1
ENSG00000173120	1
ENSG00000173137	0
ENSG00000173153	4
ENSG00000173163	0
ENSG00000173193	4
ENSG00000173198	1
ENSG00000173200	1
ENSG00000173214	0
ENSG00000173218	2
ENSG00000173221	4
ENSG00000173230	3
ENSG00000173273	3
ENSG00000173276	0
ENSG00000173281	4
ENSG00000173327	1
ENSG00000173349	0
ENSG00000173402	1
ENSG00000173456	2
ENSG00000173545	2
ENSG00000173559	4
ENSG00000173581	0
ENSG00000173588	0
ENSG00000173611	1
ENSG00000173621	4
ENSG00000173638	0
ENSG00000173715	4
ENSG00000173762	3
ENSG00000173812	2
ENSG00000173818	1
ENSG00000173821	1
ENSG00000173846	3
ENSG00000173905	1
ENSG00000173914	3
ENSG00000173917	2
ENSG00000173928	2
ENSG00000173950	3
ENSG00000173960	3
ENSG00000174004	1
ENSG00000174032	2
ENSG00000174106	4
ENSG00000174109	3
ENSG00000174151	3
ENSG00000174165	1
ENSG00000174173	4
ENSG00000174197	3
ENSG00000174227	0
ENSG00000174238	2
ENSG00000174306	2
ENSG00000174327	3
ENSG00000174373	4
ENSG00000174405	0
ENSG00000174456	1
ENSG00000174483	3
ENSG00000174485	1
ENSG00000174574	0
ENSG00000174579	4
ENSG00000174606	3
ENSG00000174652	4
ENSG00000174684	4
ENSG00000174718	0
ENSG00000174749	4
ENSG00000174775	4
ENSG00000174799	3
ENSG00000174840	0
ENSG00000174851	2
ENSG00000174886	2
ENSG00000174891	0
ENSG00000174903	0
ENSG00000174943	1
ENSG00000174946	1
ENSG00000174989	1
ENSG00000174996	3
ENSG00000175048	2
ENSG00000175073	4
ENSG00000175115	3
ENSG00000175130	4
ENSG00000175137	2
ENSG00000175193	1
ENSG00000175198	4
ENSG00000175279	2
ENSG00000175309	1
ENSG00000175322	0
ENSG00000175324	3
ENSG00000175348	3
ENSG00000175354	2
ENSG00000175416	1
ENSG00000175455	0
ENSG00000175463	3
ENSG00000175482	3
ENSG00000175602	4
ENSG00000175756	1
ENSG00000175768	4
ENSG00000175782	2
ENSG00000175806	2
ENSG00000175866	4
ENSG00000175893	3
ENSG00000175895	2
ENSG00000175931	1
ENSG00000175970	0
ENSG00000176018	1
ENSG00000176024	1
ENSG00000176087	4
ENSG00000176101	2
ENSG00000176208	4
ENSG00000176209	1
ENSG00000176273	0
ENSG00000176340	1
ENSG00000176371	3
ENSG00000176390	3
ENSG00000176396	2
ENSG00000176407	2
ENSG00000176422	4
ENSG00000176444	2
ENSG00000176454	2
ENSG00000176463	1
ENSG00000176476	2
ENSG00000176542	4
ENSG00000176619	1
ENSG00000176623	4
ENSG00000176624	4
ENSG00000176715	3
ENSG00000176783	3
ENSG00000176853	0
ENSG00000176871	3
ENSG00000176903	0
ENSG00000176953	4
ENSG00000176974	1
ENSG00000176994	4
ENSG00000177034	3
ENSG00000177051	4
ENSG00000177054	1
ENSG00000177058	3
ENSG00000177105	2
ENSG00000177119	2
ENSG00000177125	0
ENSG00000177156	1
ENSG00000177169	3
ENSG00000177192	3
ENSG00000177225	1
ENSG00000177239	2
ENSG00000177272	3
ENSG00000177311	2
ENSG00000177352	0
ENSG00000177383	2
ENSG00000177409	0
ENSG00000177426	2
ENSG00000177432	2
ENSG00000177463	0
ENSG00000177485	4
ENSG00000177548	2
ENSG00000177556	0
ENSG00000177565	4
ENSG00000177602	4
ENSG00000177606	3
ENSG00000177613	0
ENSG00000177646	3
ENSG00000177663	1
ENSG00000177666	1
ENSG00000177674	3
ENSG00000177683	3
ENSG00000177697	2
ENSG00000177707	2
ENSG00000177728	4
ENSG00000177731	1
ENSG00000177733	2
ENSG00000177830	2
ENSG00000177842	0
ENSG00000177854	1
ENSG00000177873	2
ENSG00000177885	2
ENSG00000177888	0
ENSG00000177917	1
ENSG00000177932	0
ENSG00000177981	3
ENSG00000178057	1
ENSG00000178074	3
ENSG00000178096	2
ENSG00000178127	1
ENSG00000178163	1
ENSG00000178177	0
ENSG00000178188	4
ENSG00000178199	1
ENSG00000178209	0
ENSG00000178229	1
ENSG00000178252	0
ENSG00000178307	4
ENSG00000178338	4
ENSG00000178381	2
ENSG00000178385	3
ENSG00000178425	3
ENSG00000178467	4
ENSG00000178502	1
ENSG00000178537	3
ENSG00000178562	0
ENSG00000178585	0
ENSG00000178695	3
ENSG00000178719	2
ENSG00000178761	0
ENSG00000178927	1
ENSG00000178935	3
ENSG00000178951	3
ENSG00000178966	3
ENSG00000178980	3
ENSG00000179021	2
ENSG00000179051	4
ENSG00000179119	1
ENSG00000179151	0
ENSG00000179152	4
ENSG00000179163	2
ENSG00000179271	2
ENSG00000179295	0
ENSG00000179361	2
ENSG00000179364	2
ENSG00000179387	4
ENSG00000179583	1
ENSG00000179598	1
ENSG00000179750	2
ENSG00000179862	4
ENSG00000179922	0
ENSG00000179941	4
ENSG00000179965	0
ENSG00000180096	0
ENSG00000180304	3
ENSG00000180329	2
ENSG00000180353	0
ENSG00000180370	0
ENSG00000180376	4
ENSG00000180448	4
ENSG00000180488	2
ENSG00000180611	4
ENSG00000180644	4
ENSG00000180667	1
ENSG00000180694	4
ENSG00000180773	2
ENSG00000180776	3
ENSG00000180884	0
ENSG00000180953	2
ENSG00000180964	4
ENSG00000180979	3
ENSG00000181007	2
ENSG00000181019	3
ENSG00000181026	4
ENSG00000181104	4
ENSG00000181135	3
ENSG00000181192	0
ENSG00000181218	0
ENSG00000181274	0
ENSG00000181315	2
ENSG00000181467	0
ENSG00000181638	1
ENSG00000181704	1
ENSG00000181751	3
ENSG00000181826	2
ENSG00000181827	1
ENSG00000181830	1
ENSG00000181873	1
ENSG00000181929	3
ENSG00000182054	3
ENSG00000182108	0
ENSG00000182118	2
ENSG00000182134	2
ENSG00000182141	2
ENSG00000182149	2
ENSG00000182162	2
ENSG00000182179	2
ENSG00000182185	2
ENSG00000182196	3
ENSG00000182197	3
ENSG00000182199	0
ENSG00000182287	4
ENSG00000182307	3
ENSG00000182318	2
ENSG00000182372	0
ENSG00000182378	0
ENSG00000182400	4
ENSG00000182481	3
ENSG00000182504	2
ENSG00000182512	1
ENSG00000182518	4
ENSG00000182541	4
ENSG00000182544	0
ENSG00000182551	2
ENSG00000182768	2
ENSG00000182827	2
ENSG00000182831	4
ENSG00000182952	1
ENSG00000182973	3
ENSG00000182979	0
ENSG00000183020	2
ENSG00000183060	4
ENSG00000183137	2
ENSG00000183155	0
ENSG00000183161	3
ENSG00000183172	0
ENSG00000183255	2
ENSG00000183283	1
ENSG00000183309	3
ENSG00000183323	0
ENSG00000183337	2
ENSG00000183386	2
ENSG00000183484	3
ENSG00000183597	3
ENSG00000183605	3
ENSG00000183647	0
ENSG00000183696	3
ENSG00000183718	0
ENSG00000183726	0
ENSG00000183735	1
ENSG00000183741	4
ENSG00000183808	2
ENSG00000183813	4
ENSG00000183864	3
ENSG00000183891	1
ENSG00000183918	0
ENSG00000183963	1
ENSG00000184014	4
ENSG00000184056	4
ENSG00000184117	2
ENSG00000184178	2
ENSG00000184182	1
ENSG00000184205	0
